,Unnamed: 0,headline,url,publisher,date,stock
435593,436721,"Discovery: Here To Stay, Priced Too Cheaply",https://seekingalpha.com/article/4293722-discovery-stay-priced-cheaply?source=partner_benzinga,Seeking Alpha,2019-09-26 00:00:00,DISCK
715122,716817,"Immersion Capital LLP Buys Nike Inc, Credit Acceptance Corp, Ryanair Holdings PLC",http://www.gurufocus.com/news/1136551/immersion-capital-llp-buys-nike-inc-credit-acceptance-corp-ryanair-holdings-plc,GuruFocus,2020-05-14 00:00:00,GOOGL
466181,467345,"Star Bulk Carriers Corp. - Pay Now, Party Later",https://seekingalpha.com/article/4268216-star-bulk-carriers-corp-pay-now-party-later?source=partner_benzinga,Seeking Alpha,2019-06-04 00:00:00,DSX
925264,927442,How To Find Top Momentum Stocks In Healthcare,https://seekingalpha.com/article/4310203-how-to-find-top-momentum-stocks-in-healthcare?source=partner_benzinga,Seeking Alpha,2019-12-03 00:00:00,JYNT
4089,4152,"4 Stocks to Watch as Dow Breezes Past 25,000 Points",http://www.zacks.com/stock/news/951452/4-stocks-to-watch-as-dow-breezes-past-25000-points?cid=CS-BENZ-FT-analyst_blog|industry_focus-951452,Zacks,2020-05-29 00:00:00,AAPL
1779709,1783921,Washington Prime Group: Why A Dividend Cut Is Very Likely,https://seekingalpha.com/article/4274689-washington-prime-group-dividend-cut-likely?source=partner_benzinga,Seeking Alpha,2019-07-16 00:00:00,WPG
715095,716790,"ProShare Advisors LLC Buys Microsoft Corp, Apple Inc, Amazon.com Inc",http://www.gurufocus.com/news/1138683/proshare-advisors-llc-buys-microsoft-corp-apple-inc-amazoncom-inc,GuruFocus,2020-05-15 00:00:00,GOOGL
1088414,1090952,Meet The Team: The King Is Dead. Long Live The King!,https://seekingalpha.com/article/4139919-meet-team-king-dead-long-live-king?source=partner_benzinga,Seeking Alpha,2018-01-24 00:00:00,MORT
1330860,1333942,Crude Rallies on Iraq Conflict: Oil Stocks in Focus - Analyst Blog,http://www.zacks.com/stock/news/136816/crude-rallies-on-iraq-conflict-oil-stocks-in-focus,Zacks,2014-06-13 00:00:00,PTR
697336,698978,Gold Weekly: Sentiment Becomes Increasingly Bullish,https://seekingalpha.com/article/4271353-gold-weekly-sentiment-becomes-increasingly-bullish?source=partner_benzinga,Seeking Alpha,2019-06-20 00:00:00,GLL
929134,931316,KaloBios Pharmaceuticals (KBIO) Falls Despite Newsletter Tout,https://www.benzinga.com/node/6026522,Accesswire,2015-12-07 00:00:00,KBIO
1320015,1323084,Berkshire Hathaway to Boost Insurance Business in Australia - Analyst Blog,http://www.zacks.com/stock/news/178671/berkshire-hathaway-to-boost-insurance-business-in-australia?cid=CS-BENZ-FT-178671,Zacks,2015-06-17 00:00:00,PRU
1778190,1782401,Some Leaders Testing Their 10-Week Line,http://news.investors.com/article/646393/030113/some-leaders-testing-10-week-averages.htm?ven=benzingacp,Investor's Business Daily,2013-03-01 00:00:00,WOR
192935,193439,Is It Time To Grab Lots Of Big Lots Stock?,http://seekingalpha.com/article/3226916-is-it-time-to-grab-lots-of-big-lots-stock?source=partner_benzinga,Seeking Alpha,2015-06-01 00:00:00,BIG
1784004,1788219,Washington REIT slumps as JPMorgan cuts price target,https://seekingalpha.com/news/3412490-washington-reit-slumps-jpmorgan-cuts-price-target?source=partner_benzinga,Seeking Alpha,2018-11-27 00:00:00,WRE
4091,4154,Tweedy Browne's —…—… Annual Letter to Shareholders,http://www.gurufocus.com/news/1149923/tweedy-brownes-2020-annual-letter-to-shareholders,GuruFocus,2020-05-28 00:00:00,AAPL
198380,198892,"Stadium Capital Management Llc Buys Civitas Solutions, Computer Programs and Systems, Sells Big ...",http://www.gurufocus.com/news/482250/stadium-capital-management-llc-buys-civitas-solutions-computer-programs-and-systems-sells-big-5-sporting-goods-express-buckle,GuruFocus,2017-02-10 00:00:00,BKE
1784551,1788766,Stocks Near Their 52-Week Low (Part 1),http://www.gurufocus.com/news/254099/stocks-near-their-52week-low-part-1,GuruFocus,2014-04-04 00:00:00,WRLD
947336,949548,The Best Consumer Staple Dividend Aristocrats For Total Return And Dividend Growth,http://seekingalpha.com/article/2851106-the-best-consumer-staple-dividend-aristocrats-for-total-return-and-dividend-growth?source=partner_benzinga,Seeking Alpha,2015-01-26 00:00:00,KMB
1734640,1738734,A REIT Portfolio For Average Joe,http://seekingalpha.com/article/3956799-reit-portfolio-average-joe?source=partner_benzinga,Seeking Alpha,2016-03-09 00:00:00,VTR
806837,808704,Supreme Court Could Kill ObamaCare In 36 States,http://news.investors.com/110714-725613-supreme-court-to-hear-obamacare-subsidies-challenge.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-11-07 00:00:00,HUM
1255399,1258318,Plum Creek Soars to New 52-Week High - Analyst Blog,http://www.zacks.com/stock/news/95410/plum-creek-soars-to-new-52-week-high,Zacks,2013-03-22 00:00:00,PCL
739881,741616,"Canada, China, Hong Kong Top BIS Worry List On Banking Crisis Risk",https://seekingalpha.com/article/4156098-canada-china-hong-kong-top-bis-worry-list-banking-crisis-risk?source=partner_benzinga,Seeking Alpha,2018-03-13 00:00:00,GXC
1533127,1536733,Sterling Bancorp (STL) CEO Jack Kopnisky on Q3 2019 Results - Earnings Call Transcript,https://seekingalpha.com/article/4298789-sterling-bancorp-stl-ceo-jack-kopnisky-q3-2019-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-10-24 00:00:00,STL
464450,465613,Federman & Sherwood Announces Filing of Securities Class Action Lawsuit Against DS ...,http://www.gurufocus.com/news/404041/federman--sherwood-announces-filing-of-securities-class-action-lawsuit-against-ds-healthcare-group-inc,GuruFocus,2016-03-31 00:00:00,DSKX
715085,716780,7 Monster Stock Market Predictions For The Week Of May 18,https://talkmarkets.com/content/7-monster-stock-market-predictions-for-the-week-of-may-18?post=262366,TalkMarkets,2020-05-17 00:00:00,GOOGL
1437771,1441102,Will Apple Or Google Buy Tesla?; SolarCity Gets More Cash - Eye On Tech,http://seekingalpha.com/article/4005745-will-apple-google-buy-tesla-solarcity-gets-cash-eye-tech?source=partner_benzinga,Seeking Alpha,2016-09-12 00:00:00,SCTY
358422,359360,Charles River reports February 10,http://seekingalpha.com/news/2244146-charles-river-reports-february-10?source=partner_benzinga,Seeking Alpha,2015-01-26 00:00:00,CRL
65115,65317,How Airlines Are Spending Their Record Profits,http://seekingalpha.com/article/3828366-airlines-spending-record-profits?source=partner_benzinga,Seeking Alpha,2016-01-22 00:00:00,ALGT
491367,492576,Coronado Shares Continue to Soar on Patent Approval - Analyst Blog,http://www.zacks.com/stock/news/122588/coronado-shares-continue-to-soar-on-patent-approval,Zacks,2014-02-10 00:00:00,EBS
787512,789342,Hotels & Lodging Industry Outlook - May 2011 - Industry Outlook,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/05/1119421/hotels-lodging-industry-outl,webmaster,2011-05-27 00:00:00,HOT
792749,794589,"Stocks Bleed More Red; Apple, LinkedIn Pressured Again",http://news.investors.com/050615-751313-stocks-bond-selloff-apple-falls-again.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2015-05-06 00:00:00,HQY
1397625,1400874,"Altra Industrial (AIMC) Q2 Earnings & Sales Miss, View Down",http://www.zacks.com/stock/news/451229/altra-industrial-aimc-q2-earnings-sales-miss-view-down?cid=CS-BENZ-FT-analyst_blog|earnings_article-451229,Zacks,2019-07-26 00:00:00,ROP
874429,876489,Will NVIDIA (NVDA) Beat Earnings? - Analyst Blog,http://www.zacks.com/stock/news/105928/will-nvidia-nvda-beat-earnings,Zacks,2013-08-06 00:00:00,IT
387101,388121,Arbutus Biopharma leads healthcare gainers; Verastem and Jaguar Health among losers,https://seekingalpha.com/news/3472724-arbutus-biopharma-leads-healthcare-gainers-verastem-jaguar-health-among-losers?source=partner_benzinga,Seeking Alpha,2019-06-20 00:00:00,CVM
973498,975752,Is this a Reversal Pattern for Lazard ?,http://www.tradershuddle.com/20120613473679/Candlesticks/is-this-a-reversal-pattern-forlazard.html,Traders Huddle,2012-06-13 00:00:00,LAZ
1513222,1516721,Boeing 787 Issues Pose Mild Turbulence On Stock Rally,http://news.investors.com/article/667482/081413/another-problem-for-boeing-787-dreamliner.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2013-08-14 00:00:00,SPR
851832,853833,IBM Q1 Might Be Hit By Head Winds In Tech Spending,http://news.investors.com/041514-697219-ibm-first-quarters-earnings-preview.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-04-15 00:00:00,INFY
951031,953249,Top-Rated Stocks Near Buy Point With Earnings Due: Carmax,http://www.investors.com/ibd-data-stories/top-rated-stocks-near-buy-point-with-earnings-due-carmax/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-09-10 00:00:00,KMX
34869,35010,Afri-Can Marine Retracts Mineral Resource and Mineral Reserves Disclosure,https://www.benzinga.com/pressreleases/14/09/b4841337/afri-can-marine-retracts-mineral-resource-and-mineral-reserves-disclosu,Accesswire,2014-09-10 00:00:00,AFA
261857,262527,CombiMatrix's (CBMX) CEO Mark McDonough on Q4 2016 Results - Earnings Call Transcript,http://seekingalpha.com/article/4048603-combimatrixs-cbmx-ceo-mark-mcdonough-q4-2016-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2017-02-22 00:00:00,CBMX
1269462,1272403,Pinnacle Foods announces new reporting structure,http://seekingalpha.com/news/3242799-pinnacle-foods-announces-new-reporting-structure?source=partner_benzinga,Seeking Alpha,2017-02-13 00:00:00,PF
1415148,1418435,"A Few Stocks Form Bases, But Have Flaws",http://news.investors.com/112013-680023-stocks-set-up-but-show-flaws.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2013-11-20 00:00:00,RUTH
1006965,1009314,Is LifePoint Hospitals Reversing?,http://www.tradershuddle.com/20130320627687/Candlesticks/is-lifepointhospitals-reversing.html,Traders Huddle,2013-03-19 00:00:00,LPNT
1672843,1676771,UGI (UGI) Up 3.5% Since Last Earnings Report: Can It Continue?,http://www.zacks.com/stock/news/358122/ugi-ugi-up-35-since-last-earnings-report-can-it-continue?cid=CS-BENZ-FT-358122,Zacks,2019-03-07 00:00:00,UGI
1506816,1510296,Advance Auto Parts (AAP) Q4 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/292776/advance-auto-parts-aap-q4-earnings-whats-in-the-cards?cid=CS-BENZ-FT-292776,Zacks,2018-02-16 00:00:00,SPAR
237914,238532,Beer labels in U.S. to include more nutritional information,http://seekingalpha.com/news/3192830-beer-labels-u-s-include-nutritional-information?source=partner_benzinga,Seeking Alpha,2016-07-12 00:00:00,BUD
1393444,1396680,"Dow Jones Futures: Stock Market Rally Refuses To 'Stand Down'; Netflix, Vertex, Lululemon Clear Buy Points",http://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-refuses-to-stand-down-netflix-vertex-lululemon-in-buy-zones/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2020-01-08 00:00:00,RNG
977799,980064,"Landauer beats by $0.02, misses on revenue",http://seekingalpha.com/news/3230670-landauer-beats-0_02-misses-revenue?source=partner_benzinga,Seeking Alpha,2016-12-14 00:00:00,LDR
4071,4134,Warren Buffett's Berkshire Hathaway Turns Up Stake in Liberty SiriusXM,http://www.gurufocus.com/news/1152965/warren-buffetts-berkshire-hathaway-turns-up-stake-in-liberty-siriusxm,GuruFocus,2020-06-01 00:00:00,AAPL
1390279,1393509,April AAII Asset Allocation Survey: Cash Allocations Decline To A Nine-Month Low,http://seekingalpha.com/article/3970364-april-aaii-asset-allocation-survey-cash-allocations-decline-nine-month-low?source=partner_benzinga,Seeking Alpha,2016-05-02 00:00:00,RLY
1492284,1495732,Mexico seeks talks to modernize NAFTA,http://seekingalpha.com/news/3225925-mexico-seeks-talks-modernize-nafta?source=partner_benzinga,Seeking Alpha,2016-11-20 00:00:00,SMK
201886,202412,Amneal Pharmaceuticals leads healthcare gainers; Bellicum Pharmaceuticals among losers,https://seekingalpha.com/news/3525891-amneal-pharmaceuticals-leads-healthcare-gainers-bellicum-pharmaceuticals-among-losers?utm_source=partner_&utm_medium=referralbenzinga,Seeking Alpha,2019-12-12 00:00:00,BLCM
105178,105477,What Can A World Chess Championship Tournament Teach Us About Gun Sales?,http://seekingalpha.com/article/3986242-can-world-chess-championship-tournament-teach-us-gun-sales?source=partner_benzinga,Seeking Alpha,2016-07-05 00:00:00,ARCC
647481,648967,Higher prices keep restaurant sales growing,http://seekingalpha.com/news/2562476-higher-prices-keep-restaurant-sales-growing?source=partner_benzinga,Seeking Alpha,2015-06-04 00:00:00,FRS
715203,716898,"The Zacks Analyst Blog Highlights: Microsoft, Amazon, Alphabet and Facebook",http://www.zacks.com/stock/news/912835/the-zacks-analyst-blog-highlights-microsoft-amazon-alphabet-and-facebook?cid=CS-BENZ-FT-press_releases-912835,Zacks,2020-05-04 00:00:00,GOOGL
601306,602726,"Most Active Equity Options And Strikes For Midday - Tuesday, Feb. 19",https://www.benzinga.com/node/13202013,TalkMarkets,2019-02-19 00:00:00,FCX
18535,18633,Tracking John Paulson's Paulson & Company Portfolio - Q1 2015 Update,http://seekingalpha.com/article/3201496-tracking-john-paulsons-paulson-and-company-portfolio-q1-2015-update?source=partner_benzinga,Seeking Alpha,2015-05-21 00:00:00,ACT
786297,788126,Home Bancshares: Can Another Arkansas Bank Make It In New York City?,http://seekingalpha.com/article/3066356-home-bancshares-can-another-arkansas-bank-make-it-in-new-york-city?source=partner_benzinga,Seeking Alpha,2015-04-14 00:00:00,HOMB
343849,344753,Cott (COT) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,http://www.zacks.com/stock/news/355126/cott-cot-earnings-expected-to-grow-what-to-know-ahead-of-next-weeks-release?cid=CS-BENZ-FT-355126,Zacks,2019-02-15 00:00:00,COT
50482,50654,"Host Hotels & Resorts Beats Q1 FFO, Buys Back Shares - Analyst Blog",http://www.zacks.com/stock/news/173207/host-hotels-resorts-beats-q1-ffo-buys-back-shares,Zacks,2015-04-30 00:00:00,AHT
848654,850646,Sensex Crashes Over 930 Points from Day's High; Metal And Oil & Gas Stocks Witness Huge Selling,https://talkmarkets.com/content/sensex-crashes-over-930-points-from-days-high-metal-and-oil--gas-stocks-witness-huge-selling?post=252960,TalkMarkets,2020-03-02 00:00:00,INDY
286690,287447,Cherokee beats on revenue,https://seekingalpha.com/news/3390164-cherokee-beats-revenue?source=partner_benzinga,Seeking Alpha,2018-09-13 00:00:00,CHKE
495652,496868,Invesco S&P 500 Low Volatility ETF (SPLV) August Summary,https://seekingalpha.com/news/3388759-invesco-s-and-p-500-low-volatility-etf-splv-august-summary?source=partner_benzinga,Seeking Alpha,2018-09-07 00:00:00,ED
1472046,1475423,Smucker Does Not Look Enticing But These 3 Food Stocks Do,http://www.zacks.com/stock/news/346773/smucker-does-not-look-enticing-but-these-3-food-stocks-do?cid=CS-BENZ-FT-346773,Zacks,2019-01-10 00:00:00,SJM
1693417,1697427,Q1 Paramount For Vale,https://seekingalpha.com/article/4258363-q1-paramount-vale?source=partner_benzinga,Seeking Alpha,2019-04-30 00:00:00,VALE
578035,579402,Bitcoin Soars; Chip ETFs Also Among Top Performers In May,http://www.investors.com/etfs-and-funds/etfs/bitcoin-soars-chip-etfs-also-among-top-performers-in-may/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-06-02 00:00:00,EWO
715128,716823,"Georgetown University Buys SPDR S&P 5……, Sells Alphabet Inc",http://www.gurufocus.com/news/1135679/georgetown-university-buys-spdr-sp-500-sells-alphabet-inc,GuruFocus,2020-05-13 00:00:00,GOOGL
1466162,1469534,How to Trade Into Quarters End: Morning Call,https://www.benzinga.com/content/thestreet-com/11/06/1202617/how-to-trade-into-quarters-end-morning-call,webmaster,2011-06-27 00:00:00,SINA
396518,397556,China Yuchai Won Gold Medal For China Agricultural Machinery Industry Product of the —…–9 Year,https://www.benzinga.com/node/14783767,GuruFocus,2019-11-12 00:00:00,CYD
1419174,1422467,"Sector Rotation Model Stays Bullish, But Neutral Rankings And Technical Resistance Flash Caution",http://seekingalpha.com/article/3105936-sector-rotation-model-stays-bullish-but-neutral-rankings-and-technical-resistance-flash-caution?source=partner_benzinga,Seeking Alpha,2015-04-27 00:00:00,RYU
183158,183637,Weekly CEF Roundup: Easter Edition,https://seekingalpha.com/article/4163119-weekly-cef-roundup-easter-edition?source=partner_benzinga,Seeking Alpha,2018-04-15 00:00:00,BFK
1422095,1425393,7 To Watch In The Week Ahead,http://seekingalpha.com/article/4056425-7-watch-week-ahead?source=partner_benzinga,Seeking Alpha,2017-03-20 00:00:00,SAGG
1715042,1719088,Neutral on Apogee - Analyst Blog,http://www.zacks.com/stock/news/99053/neutral-on-apogee,Zacks,2013-05-09 00:00:00,VMI
1559225,1562869,Robotics & AI Make Inroads in HealthCare: Stocks to Benefit,http://www.zacks.com/stock/news/806089/robotics-ai-make-inroads-in-healthcare-stocks-to-benefit?cid=CS-BENZ-FT-analyst_blog|investment_ideas-806089,Zacks,2020-03-10 00:00:00,SYK
1599953,1603701,"The TJX Companies, Inc. Provides COVID-–9 Update Clarification",http://www.gurufocus.com/news/1079726/the-tjx-companies-inc-provides-covid19-update-clarification,GuruFocus,2020-03-19 00:00:00,TJX
1505920,1509399,Tech lunch break: Semi Index +3.5% on strong earnings,https://seekingalpha.com/news/3404181-tech-lunch-break-semi-index-plus-3_5-percent-strong-earnings?source=partner_benzinga,Seeking Alpha,2018-11-01 00:00:00,SOXL
1554260,1557895,Sierra Wireless - Value,http://www.zacks.com/commentary/24585/sierra-wireless,Zacks,2012-11-18 00:00:00,SWIR
263192,263867,Stocks Fall To Session Lows: GoPro Gives Up More Ground,http://news.investors.com/120814-729513-stocks-near-sessions-lows.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-12-08 00:00:00,CBST
557945,559294,Williams Partners And StoneMor Top CCC Combo Dogs In May,http://seekingalpha.com/article/3978695-williams-partners-stonemor-top-ccc-combo-dogs-may?source=partner_benzinga,Seeking Alpha,2016-05-31 00:00:00,ETE
715038,716733,Buybacks Are Back: Here's Who Is Repurchasing The Most Stocks,https://talkmarkets.com/content/buybacks-are-back-heres-who-is-repurchasing-the-most-stocks?post=263915,TalkMarkets,2020-05-31 00:00:00,GOOGL
403672,404732,General Motors (GM) Plans to Invest $300M in Orion Plant,http://www.zacks.com/stock/news/363288/general-motors-gm-plans-to-invest-%24300m-in-orion-plant?cid=CS-BENZ-FT-363288,Zacks,2019-03-22 00:00:00,DAN
970039,972289,Notable earnings before Wednesday's open,http://seekingalpha.com/news/2642045-notable-earnings-before-wednesdays-open?source=partner_benzinga,Seeking Alpha,2015-07-21 00:00:00,LAD
1323190,1326264,Short Prospect Capital: Sohn Investment Idea Contest Entry,http://seekingalpha.com/article/3974821-short-prospect-capital-sohn-investment-idea-contest-entry?source=partner_benzinga,Seeking Alpha,2016-06-12 00:00:00,PSEC
869749,871801,Weekly Recommendation Snapshot TBPH - CYNO - CBM,http://marketfy.com/product/360-virtual-advisor/blog/1232/view/98845/,Marketfy Insights,2016-01-03 00:00:00,IRMD
944026,946235,"Altice Europe in €2.5B deal to sell tower stakes in France, Portugal",https://seekingalpha.com/news/3365268-altice-europe-2_5b-deal-sell-tower-stakes-france-portugal?source=partner_benzinga,Seeking Alpha,2018-06-20 00:00:00,KKR
900922,903050,Alibaba's Magic Numbers,http://seekingalpha.com/article/4033088-alibabas-magic-numbers?source=partner_benzinga,Seeking Alpha,2016-12-28 00:00:00,JD
1167604,1170350,New Strong Buy Stocks for November 13th,http://www.zacks.com/commentary/615574/new-strong-buy-stocks-for-november-13th?cid=CS-BENZ-FT-zacks_#1_rank_additions-615574,Zacks,2019-11-13 00:00:00,NRG
919743,921915,"Stock Market News For Apr 12, 2019",http://www.zacks.com/stock/news/379660/stock-market-news-for-apr-12-2019?cid=CS-BENZ-FT-379660,Zacks,2019-04-12 00:00:00,JPM
1739991,1744091,State Street Plans Ex-BRIC Emerging Market ETF - ETF News And Commentary,http://www.zacks.com/stock/news/109062/state-street-plans-ex-bric-emerging-market-etf,Zacks,2013-09-13 00:00:00,VWO
461713,462873,"Markets Stabilize, Investors Await Signals From U.S. Data And FOMC, And POTUS",http://seekingalpha.com/article/4041372-markets-stabilize-investors-await-signals-u-s-data-fomc-potus?source=partner_benzinga,Seeking Alpha,2017-02-01 00:00:00,DRR
1715505,1719555,Inseego (INSG) to Report Q4 Earnings: What's in The Cards?,http://www.zacks.com/stock/news/799941/inseego-insg-to-report-q4-earnings-whats-in-the-cards?cid=CS-BENZ-FT-analyst_blog|earnings_preview-799941,Zacks,2020-03-06 00:00:00,VMW
1020398,1022788,Notable earnings after Tuesday's close,http://seekingalpha.com/news/3244599-notable-earnings-tuesday-s-close?source=partner_benzinga,Seeking Alpha,2017-02-20 00:00:00,LZB
1662881,1666772,After Hours Gainers / Losers,http://seekingalpha.com/news/3204790-hours-gainers-losers?source=partner_benzinga,Seeking Alpha,2016-08-22 00:00:00,UAN
1248007,1250914,"TSP Capital Management Group, LLC Buys Arconic, SPDR Gold Trust, Alcoa, Sells Mentor Graphics, ...",http://www.gurufocus.com/news/478934/tsp-capital-management-group-llc-buys-arconic-spdr-gold-trust-alcoa-sells-mentor-graphics-cisco-systems-depomed,GuruFocus,2017-02-01 00:00:00,PBI
559004,560354,Dorel Industries - A Spin Off Catalyst To Unlock Shareholder Value,http://seekingalpha.com/article/3316535-dorel-industries-a-spin-off-catalyst-to-unlock-shareholder-value?source=partner_benzinga,Seeking Alpha,2015-07-10 00:00:00,ETH
970389,972639,Lithia Motors,http://news.investors.com/article/619769/201207251604/Lithia-Motors.htm?ven=benzingacp,Investor's Business Daily,2012-07-25 00:00:00,LAD
156505,156904,Meet the FedEx SameDay Bot,https://seekingalpha.com/news/3437706-meet-fedex-sameday-bot?source=partner_benzinga,Seeking Alpha,2019-02-27 00:00:00,AZO
1001308,1003631,The Vetr community has upgraded $LOCO to 4.5-Stars.,https://www.vetr.com/research/NASDAQ:LOCO?fd=2015-05-22,Vetr,2015-05-25 00:00:00,LOCO
1210406,1213227,"Futures Slightly Higher Ahead of Housing Data. Stocks to Watch: AAPL, CCL, CAT, FB, GOOG, PAYX, OKE, OKS, RHT",http://www.tradershuddle.com/20120925531330/Stocks/futures-slightly-higher-ahead-of-housing-data-stocks-to-watch-aapl-ccl-cat-fb-goog-payx-oke-oks-rht.html,Traders Huddle,2012-09-25 00:00:00,OKS
1672289,1676216,Natural Gas Market Weekly Analysis (Video),http://seekingalpha.com/article/3981413-natural-gas-market-weekly-analysis-video?source=partner_benzinga,Seeking Alpha,2016-06-11 00:00:00,UGAZ
890072,892174,Balancing Your Strategic Asset Allocation With U.S. REITs,https://seekingalpha.com/article/4239684-balancing-strategic-asset-allocation-u-s-reits?source=partner_benzinga,Seeking Alpha,2019-02-10 00:00:00,IYR
1842827,1847145,Precious Metals: First Quarter Review And The Outlook For Q2,http://seekingalpha.com/article/3051656-precious-metals-first-quarter-review-and-the-outlook-for-q2?source=partner_benzinga,Seeking Alpha,2015-04-06 00:00:00,ZSL
1758268,1762410,"Burger King Gets The Fat Out In Q3, Earnings Sizzle",http://news.investors.com/102813-676858-burger-king-beat-revenue-and-profit-estimates-in-q3.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2013-10-28 00:00:00,WEN
218003,218570,Boot Barn clipped after revenue miss,http://seekingalpha.com/news/2696595-boot-barn-clipped-after-revenue-miss?source=partner_benzinga,Seeking Alpha,2015-08-05 00:00:00,BOOT
1742864,1746985,Ocwen Financial's Calif. Woes Sink Shares,http://news.investors.com/011315-734440-ocwen-could-lose-california-license-shares-plummet.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2015-01-13 00:00:00,WAC
72156,72367,PerkinElmer Launches Preeclampsia Test - Analyst Blog,http://www.zacks.com/stock/news/107231/perkinelmer-launches-preeclampsia-test,Zacks,2013-08-21 00:00:00,ALR
1622184,1625978,Northeast snow puts transportation stocks on watch,http://seekingalpha.com/news/3251162-northeast-snow-puts-transportation-stocks-watch?source=partner_benzinga,Seeking Alpha,2017-03-15 00:00:00,TRN
224371,224953,Morgan Stanley a bull on Brazil as power shifts hands,http://seekingalpha.com/news/3182780-morgan-stanley-bull-brazil-power-shifts-hands?source=partner_benzinga,Seeking Alpha,2016-05-12 00:00:00,BRF
18965,19063,Actavis Likely to Continue Selling Namenda IR Tablets - Analyst Blog,http://www.zacks.com/stock/news/157281/actavis-likely-to-continue-selling-namenda-ir-tablets,Zacks,2014-12-12 00:00:00,ACT
926605,928785,Century Aluminum Co. (CENX) Jumps: Stock Rises 8% - Tale of the Tape,http://www.zacks.com/stock/news/145923/century-aluminum-co-cenx-rises-8,Zacks,2014-09-03 00:00:00,KALU
394980,396016,"SAP Q3 Earnings Improve Y/Y, '18 View Up on Cloud Strength",http://www.zacks.com/stock/news/328948/sap-q3-earnings-improve-y-y-18-view-up-on-cloud-strength?cid=CS-BENZ-FT-328948,Zacks,2018-10-18 00:00:00,CYBR
1561388,1565034,Moving Average Crossover Alert: Symantec,http://www.zacks.com/stock/news/357394/moving-average-crossover-alert-symantec?cid=CS-BENZ-FT-357394,Zacks,2019-03-01 00:00:00,SYMC
80666,80910,Ameriprise Financial: More Upside Ahead,http://seekingalpha.com/article/4043663-ameriprise-financial-upside-ahead?source=partner_benzinga,Seeking Alpha,2017-02-08 00:00:00,AMP
293064,293830,Internet customers again drive Charter gains,https://seekingalpha.com/news/3456425-internet-customers-drive-charter-gains?source=partner_benzinga,Seeking Alpha,2019-04-30 00:00:00,CHTR
1803869,1808145,S&P 500 Valuation Dashboard - Update,https://seekingalpha.com/article/4168491-s-and-p-500-valuation-dashboard-update?source=partner_benzinga,Seeking Alpha,2018-05-02 00:00:00,XLP
151394,151782,Amazon And Fiat Deal Ahead?,http://seekingalpha.com/article/3981937-amazon-fiat-deal-ahead?source=partner_benzinga,Seeking Alpha,2016-06-14 00:00:00,AXLL
414832,415910,"The Zacks Analyst Blog Highlights: Deckers Outdoor, G-III Apparel, Malibu Boats, Ralph Lauren and American Woodmark",http://www.zacks.com/stock/news/773349/the-zacks-analyst-blog-highlights-deckers-outdoor-g-iii-apparel-malibu-boats-ralph-lauren-and-american-woodmark?cid=CS-BENZ-FT-press_releases-773349,Zacks,2020-02-19 00:00:00,DECK
286695,287452,Forensic Stock Selections For August - First Year Portfolio +96.80%,https://seekingalpha.com/article/4192878-forensic-stock-selections-august-first-year-portfolio-plus-96_80-percent?source=partner_benzinga,Seeking Alpha,2018-08-01 00:00:00,CHKE
1822317,1826621,Chris Davis Peppers Portfolio With 4 Small Positions in —nd Quarter,http://www.gurufocus.com/news/552467/chris-davis-peppers-portfolio-with-4-small-positions-in-2nd-quarter,GuruFocus,2017-08-10 00:00:00,Y
1531823,1535428,"Estate Counselors, LLC Buys Vanguard Materials, iShares S&P 5…… Value, Vanguard ...",http://www.gurufocus.com/news/1119478/estate-counselors-llc-buys-vanguard-materials-ishares-sp-500-value-vanguard-midcap-sells-materials-select-sector-spdr-spdr-midcap-trust-series-i-vanguard-high-dividend-yield,GuruFocus,2020-04-28 00:00:00,STIP
789965,791798,Blue Chip Stocks to Watch: IBM,https://www.benzinga.com/content/thestreet-com/10/05/306480/blue-chip-stocks-to-watch-ibm,webmaster,2010-05-28 00:00:00,HP
54544,54728,"With Dividends, AT&T Deal Offers 12% IRR",http://seekingalpha.com/article/4027885-dividends-t-deal-offers-12-percent-irr?source=partner_benzinga,Seeking Alpha,2016-12-02 00:00:00,AIXG
1594036,1597767,Is It Time To Bottom Fish Telecom Italia?,http://seekingalpha.com/article/3986428-time-bottom-fish-telecom-italia?source=partner_benzinga,Seeking Alpha,2016-07-05 00:00:00,TI
